,channel,title,description,pub_date,mp3_url,article_url
2233281,Onsei Housou,【16】マンスーン・ヤスミノの音声放送「フリー音源ディグ２」,フリー音源を探ろう企画第二弾。,2020-03-10,https://omocoro.heteml.net/radio/kayouradio/016/016.mp3,https://omocoro.jp/radio/223328/
2239671,Onsei Housou,【17】マンスーン・ヤスミノの音声放送「Back In The Day」,取るに足らない幼少期の思い出を話す,2020-03-17,https://omocoro.heteml.net/radio/kayouradio/017/017.mp3,https://omocoro.jp/radio/223967/
2253381,Onsei Housou,【18】マンスーン・ヤスミノの音声放送「100円CDを聞こう」,確かめよう見つけよう素敵なサムシング,2020-03-24,https://omocoro.heteml.net/radio/kayouradio/018/018.mp3,https://omocoro.jp/radio/225338/
2260261,Onsei Housou,【19】マンスーン・ヤスミノの音声放送「サイゼリヤのステーキを食おう」,今回はかなりぼんやりしてます,2020-03-31,https://omocoro.heteml.net/radio/kayouradio/019/019.mp3,https://omocoro.jp/radio/226026/
2270351,Onsei Housou,【20】マンスーン・ヤスミノの音声放送「リモートワークの弊害と物欲」,リモートワークぼんやりしちゃうね,2020-04-07,https://omocoro.heteml.net/radio/kayouradio/020/020.mp3,https://omocoro.jp/radio/227035/
2279321,Onsei Housou,【21】マンスーン・ヤスミノの音声放送「ゲスト：神田」,オモコロライターの神田さんをゲストに迎えました,2020-04-14,https://omocoro.heteml.net/radio/kayouradio/021/021.mp3,https://omocoro.jp/radio/227932/
2293021,Onsei Housou,【22】マンスーン・ヤスミノの音声放送「キジバトの鳴き方」,サーモンの寿司が厚い、という喜び。カーテンはただの布という主張。キジバトの鳴き声,2020-04-21,https://omocoro.heteml.net/radio/kayouradio/022/022.mp3,https://omocoro.jp/radio/229302/
2303031,Onsei Housou,【23】マンスーン・ヤスミノの音声放送「ポテト論争」,ポテトは国民食でしょうが！！,2020-04-28,https://omocoro.heteml.net/radio/kayouradio/023/023.mp3,https://omocoro.jp/radio/230303/
2321181,Onsei Housou,【24】マンスーン・ヤスミノの音声放送「YouTubeの広告」,Youtubeの広告の話をします。,2020-05-12,https://omocoro.heteml.net/radio/kayouradio/024/024.mp3,https://omocoro.jp/radio/232118/
2329151,Onsei Housou,【25】マンスーン・ヤスミノの音声放送「OH!MYコンブ30周年記念 リトルグルメ選手権」,新しいリトルグルメを生み出そう！,2020-05-19,https://omocoro.heteml.net/radio/kayouradio/025/025.mp3,https://omocoro.jp/radio/232915/
2346061,Onsei Housou,【26】マンスーン・ヤスミノの音声放送「全部言うコンビニ店員」,コンビニだ～～～いすき,2020-05-26,https://omocoro.heteml.net/radio/kayouradio/026/026.mp3,https://omocoro.jp/radio/234606/
2356151,Onsei Housou,【27】マンスーン・ヤスミノの音声放送「今のmixiはしりとりが熱い」,残酷なしりとりが支配する,2020-06-02,https://omocoro.heteml.net/radio/kayouradio/027/027.mp3,https://omocoro.jp/radio/235615/
2366621,Onsei Housou,【28】マンスーン・ヤスミノの音声放送「もしもニートtokyoに呼ばれたら」,もしもニートtokyoに呼ばれたらどうする？,2020-06-09,https://omocoro.heteml.net/radio/kayouradio/028/028.mp3,https://omocoro.jp/radio/236662/
2376221,Onsei Housou,【29】マンスーン・ヤスミノの音声放送「らむ屋敷の近況」,オモコロライター、らむ屋敷の近況を聞きました,2020-06-16,https://omocoro.heteml.net/radio/kayouradio/029/029.mp3,https://omocoro.jp/radio/237622/
2384561,Onsei Housou,【30】マンスーン・ヤスミノの音声放送「2010年のテレビアニメ」,2010年のアニメのタイトルをみて記憶を呼び覚ます,2020-06-23,https://omocoro.heteml.net/radio/kayouradio/030/030.mp3,https://omocoro.jp/radio/238456/
2396221,Onsei Housou,【31】マンスーン・ヤスミノの音声放送「ボコーダーラジオ」,声が変わる,2020-06-30,https://omocoro.heteml.net/radio/kayouradio/031/031.mp3,https://omocoro.jp/radio/239622/
2402331,Onsei Housou,【32】マンスーン・ヤスミノの音声放送「AirPods静かすぎ」,AirPodsのすごさを語る,2020-07-07,https://omocoro.heteml.net/radio/kayouradio/032/032.mp3,https://omocoro.jp/radio/240233/
2408981,Onsei Housou,【33】マンスーン・ヤスミノの音声放送「グルグル」,グルグルを読みましょう,2020-07-14,https://omocoro.heteml.net/radio/kayouradio/033/033.mp3,https://omocoro.jp/radio/240898/
2418231,Onsei Housou,【34】マンスーン・ヤスミノの音声放送「倍返し」,やられたら.....,2020-07-21,https://omocoro.heteml.net/radio/kayouradio/034/034.mp3,https://omocoro.jp/radio/241823/
2432351,Onsei Housou,【35】マンスーン・ヤスミノの音声放送「落語について質問しよう【ゲスト：かまど】」,落語について元落研のかまどに聞いてみよう,2020-07-28,https://omocoro.heteml.net/radio/kayouradio/035/035.mp3,https://omocoro.jp/radio/243235/
2450941,Onsei Housou,【36】マンスーン・ヤスミノの音声放送「ジングルを作ろう」,ジングルを作ってみました。,2020-08-04,https://omocoro.heteml.net/radio/kayouradio/036/036.mp3,https://omocoro.jp/radio/245094/
2465131,Onsei Housou,【37】マンスーン・ヤスミノの音声放送「給付金の申請完了」,面倒で諦めてた給付金をやっと申請したので、何か買おうと思います,2020-08-11,https://omocoro.heteml.net/radio/kayouradio/037/037.mp3,https://omocoro.jp/radio/246513/
2474751,Onsei Housou,【38】マンスーン・ヤスミノの音声放送「気温の話からはじまるラジオ」,熱すぎるのでかなりぼんやりした話をしてます,2020-08-18,https://omocoro.heteml.net/radio/kayouradio/038/038.mp3,https://omocoro.jp/radio/247475/
2484331,Onsei Housou,【39】マンスーン・ヤスミノの音声放送「ブックマークの話」,ブックマークの話です,2020-08-25,https://omocoro.heteml.net/radio/kayouradio/039/039.mp3,https://omocoro.jp/radio/248433/
2495141,Onsei Housou,【40】マンスーン・ヤスミノの音声放送「ゲスト：モンゴルナイフ」,ゲスト、モンゴルナイフがきてます,2020-09-01,https://omocoro.heteml.net/radio/kayouradio/040/040.mp3,https://omocoro.jp/radio/249514/
2506951,Onsei Housou,【41】マンスーン・ヤスミノの音声放送「アマゾンで一番はじめに買ったもの」,何買った？,2020-09-08,https://omocoro.heteml.net/radio/kayouradio/041/041.mp3,https://omocoro.jp/radio/250695/
2517931,Onsei Housou,【42】マンスーン・ヤスミノの音声放送「夏休みの自由研究について」,我が子の自由研究、何をさせる？,2020-09-15,https://omocoro.heteml.net/radio/kayouradio/042/042.mp3,https://omocoro.jp/radio/251793/
2525371,Onsei Housou,【43】マンスーン・ヤスミノの音声放送「『もってけ!セーラーふく』初聴き選手権、開催！！」,もってけ!セーラーふくを知らない人が歌詞を聞き取る,2020-09-22,https://omocoro.heteml.net/radio/kayouradio/043/043.mp3,https://omocoro.jp/radio/252537/
2535201,Onsei Housou,【44】マンスーン・ヤスミノの音声放送「死後に評価されたい」,死後評価されたい話と、「肩こり」がわからない話,2020-09-29,https://omocoro.heteml.net/radio/kayouradio/044/044.mp3,https://omocoro.jp/radio/253520/
2546891,Onsei Housou,【45】マンスーン・ヤスミノの音声放送「めでたい出来事あります」,二人で買った　緑のシャツを　僕のおうちのベランダに　並べて干そう,2020-10-06,https://omocoro.heteml.net/radio/kayouradio/045/045.mp3,https://omocoro.jp/radio/254689/
2554311,Onsei Housou,【46】マンスーン・ヤスミノの音声放送「結婚について」,二人で買った　緑のシャツを　僕のおうちのベランダに　並べて干そう,2020-10-13,https://omocoro.heteml.net/radio/kayouradio/046/046.mp3,https://omocoro.jp/radio/255431/
2563151,Onsei Housou,【47】マンスーン・ヤスミノの音声放送「今期アニメをビジュアルだけで話す」,5分アニメへの審美眼の鋭い男,2020-10-20,https://omocoro.heteml.net/radio/kayouradio/047/047.mp3,https://omocoro.jp/radio/256315/
2570901,Onsei Housou,【48】マンスーン・ヤスミノの音声放送「50の質問でお互いを知ろう」,質問って楽しい,2020-10-27,https://omocoro.heteml.net/radio/kayouradio/048/048.mp3,https://omocoro.jp/radio/257090/
2581181,Onsei Housou,【49】マンスーン・ヤスミノの音声放送「においについて」,ヤスミノが香水をもらったらしいです,2020-11-03,https://omocoro.heteml.net/radio/kayouradio/049/049.mp3,https://omocoro.jp/radio/258118/
2590951,Onsei Housou,【50】マンスーン・ヤスミノの音声放送「謎の『税関情報銀行』を追え！」,税関イメージキャラクター『カスタム君』にまつわる大いなる謎,2020-11-10,https://omocoro.heteml.net/radio/kayouradio/050/050.mp3,https://omocoro.jp/radio/259095/
2600741,Onsei Housou,【51】マンスーン・ヤスミノの音声放送「ニュースに適切なコメントをして、コメンテーター力を鍛えよう！」,いつでもコメンテーターになれるように準備をしておこう,2020-11-17,https://omocoro.heteml.net/radio/kayouradio/051/051.mp3,https://omocoro.jp/radio/260074/
2613171,Onsei Housou,【52】マンスーン・ヤスミノの音声放送「思いついた話題を話そう」,フリースタイル雑談ダンジョン,2020-11-24,https://omocoro.heteml.net/radio/kayouradio/052/052.mp3,https://omocoro.jp/radio/261317/
2622371,Onsei Housou,【53】マンスーン・ヤスミノの音声放送「ヤスミノはどう思われてるの？【ゲスト：加藤 、モンゴルナイフ】」,フリースタイル雑談ダンジョン,2020-12-01,https://omocoro.heteml.net/radio/kayouradio/053/053.mp3,https://omocoro.jp/radio/262237/
2631411,Onsei Housou,【54】マンスーン・ヤスミノの音声放送「ヤスミノ 怒りのラジオ First Blood」,穏やかな夜に身を任せるな。老いても怒りを燃やせ、終わりゆく日に。怒れ、怒れ、消えゆく光に,2020-12-08,https://omocoro.heteml.net/radio/kayouradio/054/054.mp3,https://omocoro.jp/radio/263141/
2646061,Onsei Housou,【55】マンスーン・ヤスミノの音声放送「オモコロ記事を書く時に大切なこと」,記事書くぞっ！！！,2020-12-15,https://omocoro.heteml.net/radio/kayouradio/055/055.mp3,https://omocoro.jp/radio/264606/
2664191,Onsei Housou,【56】マンスーン・ヤスミノの音声放送「俺の2020ベスト3を発表する」,2020年を思い出す,2020-12-22,https://omocoro.heteml.net/radio/kayouradio/056/056.mp3,https://omocoro.jp/radio/266419/
2692541,Onsei Housou,【57】マンスーン・ヤスミノの音声放送「年末年始の話」,2020年を思い出す,2021-01-12,https://omocoro.heteml.net/radio/kayouradio/057/057.mp3,https://omocoro.jp/radio/269254/
2697111,Onsei Housou,【58】マンスーン・ヤスミノの音声放送「とり野菜みそ＆ヤスミノのむね肉」, とり野菜みそと胸肉の話,2021-01-19,https://omocoro.heteml.net/radio/kayouradio/058/058.mp3,https://omocoro.jp/radio/269711/
2706881,Onsei Housou,【59】マンスーン・ヤスミノの音声放送「『ボカロ曲っぽいタイトル』の中から本当のボカロ曲を当てろクイズ！」,ボカロ曲は詳しくないけど、ボカロっぽさならわかるはず,2021-01-26,https://omocoro.heteml.net/radio/kayouradio/059/059.mp3,https://omocoro.jp/radio/270688/
2715281,Onsei Housou,【60】マンスーン・ヤスミノの音声放送「若者に理解のあるジジイになりたくない」,かゆいところに手が届かない家。ユースカルチャーに理解を示すジジイ,2021-02-02,https://omocoro.heteml.net/radio/kayouradio/060/060.mp3,https://omocoro.jp/radio/271528/
2724531,Onsei Housou,【61】マンスーン・ヤスミノの音声放送「果てしなき手続きの果てに」,事務的な手続きしたくねーーーー！！！！！！！,2021-02-09,https://omocoro.heteml.net/radio/kayouradio/061/061.mp3,https://omocoro.jp/radio/272453/
2737141,Onsei Housou,【62】マンスーン・ヤスミノの音声放送「難しいあるあるを50個言ってみよう」,マンホールあるあるを50個言う,2021-02-16,https://omocoro.heteml.net/radio/kayouradio/062/062.mp3,https://omocoro.jp/radio/273714/
2750431,Onsei Housou,【63】マンスーン・ヤスミノの音声放送「2009年のテレビアニメ」,2009年のアニメのタイトルをみて記憶を呼び覚ます,2021-02-23,https://omocoro.heteml.net/radio/kayouradio/063/063.mp3,https://omocoro.jp/radio/275043/
2766441,Onsei Housou,【64】マンスーン・ヤスミノの音声放送「マンスーン、弱り目に祟り目」,靴がすべて終わったマンスーン,2021-03-02,https://omocoro.heteml.net/radio/kayouradio/064/064.mp3,https://omocoro.jp/radio/276644/
2778801,Onsei Housou,【65】マンスーン・ヤスミノの音声放送「インターネットが終わって、人生が始まる」,インターネットがない,2021-03-09,https://omocoro.heteml.net/radio/kayouradio/065/065.mp3,https://omocoro.jp/radio/277880/
2787131,Onsei Housou,【66】マンスーン・ヤスミノの音声放送「ネットがない2」,インターネットがない2,2021-03-16,https://omocoro.heteml.net/radio/kayouradio/066/066.mp3,https://omocoro.jp/radio/278713/
2800201,Onsei Housou,【67】マンスーン・ヤスミノの音声放送「スキンケアにハマる」,スキンケアはカードゲームみたいで面白い,2021-03-23,https://omocoro.heteml.net/radio/kayouradio/067/067.mp3,https://omocoro.jp/radio/280020/
2809551,Onsei Housou,【68】マンスーン・ヤスミノの音声放送「老いの弊害」,老いンゴボインゴ,2021-03-30,https://omocoro.heteml.net/radio/kayouradio/068/068.mp3,https://omocoro.jp/radio/280955/
2820921,Onsei Housou,【69】マンスーン・ヤスミノの音声放送「ファッションについてのまっすぐな悩み」,ファッションが分からないという普通の悩みを話します,2021-04-06,https://omocoro.heteml.net/radio/kayouradio/069/069.mp3,https://omocoro.jp/radio/282092/
2830081,Onsei Housou,【70】マンスーン・ヤスミノの音声放送「雑誌＆ノイズ」,最近買ってないね雑誌,2021-04-13,https://omocoro.heteml.net/radio/kayouradio/070/070.mp3,https://omocoro.jp/radio/283008/
2841121,Onsei Housou,【71】マンスーン・ヤスミノの音声放送「椅子の価値と半袖シャツの価値」,俺らは高い椅子が買えるのか！？,2021-04-20,https://omocoro.heteml.net/radio/kayouradio/071/071.mp3,https://omocoro.jp/radio/284112/
2852311,Onsei Housou,【72】マンスーン・ヤスミノの音声放送「お会計お願いします」,話します。,2021-04-27,https://omocoro.heteml.net/radio/kayouradio/072/072.mp3,https://omocoro.jp/radio/285231/
2875591,Onsei Housou,【73】マンスーン・ヤスミノの音声放送「フリートでレコードを見せびらかすことは罪なのか？」,ヤスミノのフリートについて。,2021-05-11,https://omocoro.heteml.net/radio/kayouradio/073/073.mp3,https://omocoro.jp/radio/287559/
2883601,Onsei Housou,【74】マンスーン・ヤスミノの音声放送「ハサミを持った生きた人間」,話します。,2021-05-18,https://omocoro.heteml.net/radio/kayouradio/074/074.mp3,https://omocoro.jp/radio/288360/
2897351,Onsei Housou,【75】マンスーン・ヤスミノの音声放送「星野源/30歳/ちいかわ/山下達郎」,いろんな話。,2021-05-25,https://omocoro.heteml.net/radio/kayouradio/075/075.mp3,https://omocoro.jp/radio/289735/
2906921,Onsei Housou,【76】マンスーン・ヤスミノの音声放送「ジムのバッドサイクル」,ダイエットの話,2021-06-01,https://omocoro.heteml.net/radio/kayouradio/076/076.mp3,https://omocoro.jp/radio/290692/
2917821,Onsei Housou,【77】マンスーン・ヤスミノの音声放送「COOLな引っ越し業者」,ラジオです,2021-06-08,https://omocoro.heteml.net/radio/kayouradio/077/077.mp3,https://omocoro.jp/radio/291782/
2930111,Onsei Housou,【78】マンスーン・ヤスミノの音声放送「死んだ歯を抱えながら生活は続く」,歯を直して食洗器を買う,2021-06-15,https://omocoro.heteml.net/radio/kayouradio/078/078.mp3,https://omocoro.jp/radio/293011/
2941101,Onsei Housou,【79】マンスーン・ヤスミノの音声放送「終わりを信じてJCのキーホルダーを買う人たち」,いつか終わることを信じてる,2021-06-22,https://omocoro.heteml.net/radio/kayouradio/079/079.mp3,https://omocoro.jp/radio/294110/
2952211,Onsei Housou,【80】マンスーン・ヤスミノの音声放送「朝ごはんに炭酸水」,人気コーナー「土日」、「今週の朝ごはん」,2021-06-29,https://omocoro.heteml.net/radio/kayouradio/080/080.mp3,https://omocoro.jp/radio/295221/
2962261,Onsei Housou,【81】マンスーン・ヤスミノの音声放送「義父のYou Tubeチャンネル」,ハローYou Tube,2021-07-06,https://omocoro.heteml.net/radio/kayouradio/081/081.mp3,https://omocoro.jp/radio/296226/
2973841,Onsei Housou,【82】マンスーン・ヤスミノの音声放送「フリー音源ディグ３」,フリー音源を探ろう企画第三弾。,2021-07-13,https://omocoro.heteml.net/radio/kayouradio/082/082.mp3,https://omocoro.jp/radio/297384/
2992331,Onsei Housou,【83】マンスーン・ヤスミノの音声放送「『花束みたいな恋をした』の感想」,感想言います,2021-07-20,https://omocoro.heteml.net/radio/kayouradio/083/083.mp3,https://omocoro.jp/radio/299233/
3006461,Onsei Housou,【84】マンスーン・ヤスミノの音声放送「『背中であわせますか』の謎」,謎のフィッティングの話,2021-07-27,https://omocoro.heteml.net/radio/kayouradio/084/084.mp3,https://omocoro.jp/radio/300646/
3019561,Onsei Housou,【85】マンスーン・ヤスミノの音声放送「ピザ1人前のサイズ感について」,割引率、ピザサイズ、窓辺にて,2021-08-03,https://omocoro.heteml.net/radio/kayouradio/085/085.mp3,https://omocoro.jp/radio/301956/
3030591,Onsei Housou,【86】マンスーン・ヤスミノの音声放送「スクランブル交差点の中心で」,マンスーン　体がおわっちゃう,2021-08-10,https://omocoro.heteml.net/radio/kayouradio/086/086.mp3,https://omocoro.jp/radio/303059/
3037301,Onsei Housou,【87】マンスーン・ヤスミノの音声放送「変わる音声放送」,ラジオプレーヤーが変わりました,2021-08-17,https://omocoro.heteml.net/radio/kayouradio/087/087.mp3,https://omocoro.jp/radio/303730/
3050001,Onsei Housou,【88】マンスーン・ヤスミノの音声放送「接種とうっせぇわ」,あなたが思うより健康です。,2021-08-24,https://omocoro.heteml.net/radio/kayouradio/088/088.mp3,https://omocoro.jp/radio/305000/
3058941,Onsei Housou,【89】マンスーン・ヤスミノの音声放送「何度でもコンビニの話をします」,何回コンビニの話をするんだろうか,2021-08-31,https://omocoro.heteml.net/radio/kayouradio/089/089.mp3,https://omocoro.jp/radio/305894/
3070651,Onsei Housou,【90】マンスーン・ヤスミノの音声放送「夏フェスにまとわりつく自意識」,さわげ～～～～～～～～　手あげろ～～～～～～,2021-09-07,https://omocoro.heteml.net/radio/kayouradio/090/090.mp3,https://omocoro.jp/radio/307065/
3084651,Onsei Housou,【91】マンスーン・ヤスミノの音声放送「自分のグッズが売れ残る事とホラーについて」,買ってくれ！！！！！！！！！！！！！！！！！！いや、買うな！！！！！！！！！！！,2021-09-14,https://omocoro.heteml.net/radio/kayouradio/091/091.mp3,https://omocoro.jp/radio/308465/
3092681,Onsei Housou,【92】マンスーン・ヤスミノの音声放送「クーポンのために生まれてきたわけじゃない」,クーポンと二択の質問,2021-09-21,https://omocoro.heteml.net/radio/kayouradio/092/092.mp3,https://omocoro.jp/radio/309268/
3099411,Onsei Housou,【93】マンスーン・ヤスミノの音声放送「良心のもとに成り立つドライビング」,みんな狂った世界に順応している,2021-09-28,https://omocoro.heteml.net/radio/kayouradio/093/093.mp3,https://omocoro.jp/radio/309941/
3113031,Onsei Housou,【94】マンスーン・ヤスミノの音声放送「いい爪切りを買う人はつまらないのか？」,たっけ〜爪切りを買いたい,2021-10-05,https://omocoro.heteml.net/radio/kayouradio/094/094.mp3,https://omocoro.jp/radio/311303/
3123331,Onsei Housou,【95】マンスーン・ヤスミノの音声放送「情報を食べる人」,グルメ情報だけを追い続けた男に訪れるクライシス,2021-10-12,https://omocoro.heteml.net/radio/kayouradio/095/095.mp3,https://omocoro.jp/radio/312333/
3135251,Onsei Housou,【96】マンスーン・ヤスミノの音声放送「東京電力のガス　東京ガスの電力」,ガスってどこからくるの？,2021-10-19,https://omocoro.heteml.net/radio/kayouradio/096/096.mp3,https://omocoro.jp/radio/313525/
3151101,Onsei Housou,【97】マンスーン・ヤスミノの音声放送「サイレント・ピス・ラジオ」,こぼれ落ちる三角チョコパイの解決法,2021-10-26,https://omocoro.heteml.net/radio/kayouradio/097/097.mp3,https://omocoro.jp/radio/315110/
3167921,Onsei Housou,【98】マンスーン・ヤスミノの音声放送「コピペの琵琶法師」,iTunesへの怒り。コピペの話,2021-11-02,https://omocoro.heteml.net/radio/kayouradio/098/098.mp3,https://omocoro.jp/radio/316792/
3175241,Onsei Housou,【99】マンスーン・ヤスミノの音声放送「コーヒーとスパイスカレーと自己矛盾」,コーヒーとスパイスカレー,2021-11-09,https://omocoro.heteml.net/radio/kayouradio/099/099.mp3,https://omocoro.jp/radio/317524/
3193801,Onsei Housou,【101】マンスーン・ヤスミノの音声放送「景色って一番つまらないかもしれない」,景色とイルミネーション,2021-11-23,https://omocoro.heteml.net/radio/kayouradio/101/101.mp3,https://omocoro.jp/radio/319380/
3209591,Onsei Housou,【102】マンスーン・ヤスミノの音声放送「老人のいる良いラーメン屋」,良いラーメン屋、甥っ子、あやや,2021-11-30,https://omocoro.heteml.net/radio/kayouradio/102/102.mp3,https://omocoro.jp/radio/320959/
3223031,Onsei Housou,【103】マンスーン・ヤスミノの音声放送「絶頂睡眠＆可能性の部屋」,頭のマッサージ、可能性の部屋、対面,2021-12-07,https://omocoro.heteml.net/radio/kayouradio/103/103.mp3,https://omocoro.jp/radio/322303/
3229111,Onsei Housou,【104】マンスーン・ヤスミノの音声放送「タートルズの車、実家にくる」,ミネラルウォーターの違いって分かります？,2021-12-14,https://omocoro.heteml.net/radio/kayouradio/104/104.mp3,https://omocoro.jp/radio/322911/
3237061,Onsei Housou,【105】マンスーン・ヤスミノの音声放送「パテを食べる」,パテ食べ　気分　二郎,2021-12-21,https://omocoro.heteml.net/radio/kayouradio/105/105.mp3,https://omocoro.jp/radio/323706/
3252281,Onsei Housou,【106】マンスーン・ヤスミノの音声放送「2021年は良くなかった」,2021年の話,2021-12-28,https://omocoro.heteml.net/radio/kayouradio/106/106.mp3,https://omocoro.jp/radio/325228/
3263631,Onsei Housou,【107】マンスーン・ヤスミノの音声放送「人情話にはまだ早い」,30年前　出不精　正月　,2022-01-11,https://omocoro.heteml.net/radio/kayouradio/107/107.mp3,https://omocoro.jp/radio/326363/
3274951,Onsei Housou,【108】マンスーン・ヤスミノの音声放送「霊柩車のクラクションを最初に鳴らした人」,プーーーーーーーーーーッ,2022-01-18,https://omocoro.heteml.net/radio/kayouradio/108/108.mp3,https://omocoro.jp/radio/327495/
3281161,Onsei Housou,【109】マンスーン・ヤスミノの音声放送「APEXをやらない男」,やって～～～～～～～～～～ねえ～～～～～～～～～～～,2022-01-25,https://omocoro.heteml.net/radio/kayouradio/109/109.mp3,https://omocoro.jp/radio/328116/
3287081,Onsei Housou,【110】マンスーン・ヤスミノの音声放送「俺はフローラを選ぶ男」,ゲームの話,2022-02-01,https://omocoro.heteml.net/radio/kayouradio/110/110.mp3,https://omocoro.jp/radio/328708/
3294841,Onsei Housou,【111】マンスーン・ヤスミノの音声放送「ミニマリストの類型について」,ミニマム,2022-02-08,https://omocoro.heteml.net/radio/kayouradio/111/111.mp3,https://omocoro.jp/radio/329484/
3299491,Onsei Housou,【112】マンスーン・ヤスミノの音声放送「神田さんの家に行くには」,ゲストにオモコロライター神田さんをお招きしました,2022-02-15,https://omocoro.heteml.net/radio/kayouradio/112/112.mp3,https://omocoro.jp/radio/329949/
3314071,Onsei Housou,【113】マンスーン・ヤスミノの音声放送「検索結果1件を目指せ！ ギリギリ歌詞クイズ」,お互いに歌詞に使われているだろう単語を発表し、検索結果がより少ないほうが勝ちというゲーム,2022-02-22,https://omocoro.heteml.net/radio/kayouradio/113/113.mp3,https://omocoro.jp/radio/331407/
3340871,Onsei Housou,【114】マンスーン・ヤスミノの音声放送「カニエから目が離せない」,工事、作為のない会話、カニエ・ウェスト、ギャラクシーさん,2022-03-08,https://omocoro.heteml.net/radio/kayouradio/114/114.mp3,https://omocoro.jp/radio/334087/
3352061,Onsei Housou,【115】マンスーン・ヤスミノの音声放送「劇団を立ち上げたあと安居酒屋に行く願望」,花粉症、映画、劇団,2022-03-15,https://omocoro.heteml.net/radio/kayouradio/115/115.mp3,https://omocoro.jp/radio/335206/
3366051,Onsei Housou,【116】マンスーン・ヤスミノの音声放送「『どこで』『なにをする』かをランダムに決めて散歩しよう！」,「どこで」「なにをする」かをランダムに決めて散歩をする『ドロッセルマイヤーさんのさんぽ神』で遊びました,2022-03-21,https://omocoro.heteml.net/radio/kayouradio/116/116.mp3,https://omocoro.jp/radio/336605/
